event_index,summary,location,best_score,candidate_names
863,警察署行く,"蕨警察署, 日本、〒335-0005 埼玉県蕨市錦町１丁目１２−２１ 蕨警察署",33.3,警察署行く | 蕨警察署
864,平えいみ　入社,,20.0,平えいみ　入社
865,対応可能スケジュール (株式会社ミセサポ),,26.1,対応可能スケジュール (株式会社ミセサポ)
867,"かるびラーメン 神田小川町店
 神田エアコン現調","かるびラーメン 神田小川町店, 日本、〒101-0052 東京都千代田区神田小川町１丁目７−２",50.0,かるびラーメン 神田小川町店 | 神田エアコン現調
871,ワクチン,,33.3,ワクチン
874,まんてん代々木　害虫駆除再照射,,33.3,まんてん代々木　害虫駆除再照射
875,棚卸し面談,,15.4,棚卸し面談
876,業務用エアコン輝らく取り付け,,33.3,業務用エアコン輝らく取り付け
879,くっすぃさんユウナ潜水撮影,,11.8,くっすぃさんユウナ潜水撮影
880,一般廃棄物　許可　メイン,,22.2,一般廃棄物　許可　メイン
881,【現場調査】（株）タケル,"馬肉専門バル 跳ね馬 田町三田店, 日本、〒108-0014 東京都港区芝５丁目２２−５ 原田ビル 1Ｆ",25.0,タケル | 馬肉専門バル 跳ね馬 田町三田店
882,大和傷確認17時,,18.2,大和傷確認17時
884,久世さんにプラスワンメール報告,,19.0,久世さんにプラスワンメール報告
886,コーナン買い出し,,28.6,コーナン買い出し
888,輝らく　防鼠,,66.7,輝らく　防鼠
889,エアコン取付,,20.0,エアコン取付
891,引越し,,18.2,引越し
894,Que bom River side cafe,東京都墨田区吾妻橋1-23-8先 墨田区役所前うるおい広場隣接地1F,29.4,Que bom River side cafe | 東京都墨田区吾妻橋1-23-8先 墨田区役所前うるおい広場隣接地1F
895,中澤裕休み,,25.0,中澤裕休み
896,yakitaro フロントパネル交換,,30.8,yakitaro フロントパネル交換
897,いずみちゃんとあそぶ仕事終わり行く,,16.7,いずみちゃんとあそぶ仕事終わり行く
899,朝に券売機で区間替えを行う,,11.8,朝に券売機で区間替えを行う
903,いずみちゃん,,21.1,いずみちゃん
904,新大久保,,28.6,新大久保
905,【再現場調査】跳ね馬　田町店,"馬肉専門バル 跳ね馬 田町三田店, 日本、〒108-0014 東京都港区芝５丁目２２−５ 原田ビル 1Ｆ",44.4,跳ね馬　田町店 | 馬肉専門バル 跳ね馬 田町三田店
908,ダーツバー A's　清掃　茅場町店,ダーツバー A's　茅場町店,44.4,ダーツバー A's　　茅場町店 | ダーツバー A's　茅場町店
909,ネズミ駆除生ラムかんな,東京都港区西新橋１丁目１７−４,22.2,ネズミ駆除生ラムかんな | 東京都港区西新橋１丁目１７−４
914,電気工事　朝霞台駅,,20.0,電気工事　朝霞台駅
915,電気工事　朝霞台駅,,20.0,電気工事　朝霞台駅
916,ダイニングエッジ　つまり除去殺鼠剤,,25.0,ダイニングエッジ　つまり除去殺鼠剤
918,【現地調査】有限会社　幸永,新宿歌舞伎町,44.4,有限会社　幸永 | 新宿歌舞伎町
919,森作昼飲み,,25.0,森作昼飲み
923,金田さん見積もり,,18.2,金田さん見積もり
924,電気工事　朝霞台駅,,20.0,電気工事　朝霞台駅
927,ダイニングエッジ楽が気　排気ファンVベルト交換,,26.7,ダイニングエッジ楽が気　排気ファンVベルト交換
928,素材集め,,0.0,素材集め
931,清水ん食べ歩き,,18.2,清水ん食べ歩き
932,いずみちゃん夜お泊まり,,22.2,いずみちゃん夜お泊まり
933,おずちゃん飯,,15.4,おずちゃん飯
934,六本木月一ゴミ回収,,18.2,六本木月一ゴミ回収
936,テラケン 泉岳寺現地調査,,26.1,テラケン 泉岳寺現地調査
937,ラットシート５連結したものを渡す３セット　ネズミ駆除を目的とした定期清掃,"東京寿司 ITAMAE SUSHI 愛宕店, 日本、〒105-0001 東京都港区虎ノ門３丁目２１−５ 愛宕グリーンヒルズプラザ1F",34.3,ラットシート５連結したものを渡す３セット　ネズミ駆除を目的とした | 東京寿司 ITAMAE SUSHI 愛宕店
939,メディウスフーズ　三橋　契約確認,,21.1,メディウスフーズ　三橋　契約確認
944,大手町佳樹園　砂子田社長,,26.7,大手町佳樹園　砂子田社長
946,スモールズ　　看板補修/見積もり,猪鹿蝶　新宿,50.0,スモールズ　　看板補修 | 見積もり | 猪鹿蝶　新宿
948,エブリー/クリッパーメンテナンス,,26.7,エブリー | クリッパーメンテナンス
949,グリストラップ 詰まり対応 　ピーピースルー,,22.2,グリストラップ 詰まり対応 　ピーピースルー
953,中澤裕休み,,25.0,中澤裕休み
954,イタリアン　スオーノ 飲食店清掃,"創作イタリアン肉バル スオーノ, 日本、〒130-0021 東京都墨田区緑１丁目２８−１１ イトーピア両国ステーションコート 1F",25.0,イタリアン　スオーノ 飲食店 | 創作イタリアン肉バル スオーノ
955,株式会社フーディアム・インターナショナル x 正田和輝プライベート: 訪問させていただく日程調整お打ち合わせ,,26.1,株式会社フーディアム | インターナショナル x 正田和輝プライベート: 訪問させていただく日程調整お打ち合わせ
958,服部,https://us06web.zoom.us/j/83187131578,26.9,服部 | https://us06web.zoom.us/j/83187131578
959,御座席天麩羅　神楽坂　天孝　新井均,,72.0,御座席天麩羅　神楽坂　天孝　新井均
960,村山さんと日暮里,,18.2,村山さんと日暮里
961,株式会社ダイニングエッジ,東京都港区新橋3-21-4 新橋第2ペリカンビル（楽が気）,37.5,株式会社ダイニングエッジ | 東京都港区新橋3-21-4 新橋第2ペリカンビル（楽が気）
962,代理店話し合い,,36.4,代理店話し合い
963,生ラムかんな　ネズミ駆除,,21.1,生ラムかんな　ネズミ駆除
964,オズちゃん家いく,,26.7,オズちゃん家いく
966,ワクチン予約する,,25.0,ワクチン予約する
967,田町現地調査　生ラムかんな田町店,"生ラムかんな 田町店, 日本、〒108-0014 東京都港区芝５丁目２３−１０",33.3,田町現地調査　生ラムかんな田町店 | 生ラムかんな 田町店 | 生ラムかんな田町店
968,【現場調査】（株）エレキング　やざわ（池袋）,"極・和牛焼肉 やざわ, 日本、〒171-0022 東京都豊島区南池袋１丁目１８−２３ ルックハイツ 池袋 A棟 B館B1階",30.8,エレキング　やざわ（池袋） | 極・和牛焼肉 やざわ | 営業している各店舗へヒアリングしたところ、
970,東神かおたん　訪問営業,"中国料理 かおたん, 日本、〒107-0052 東京都港区赤坂６丁目３−１５",21.1,東神かおたん　訪問営業 | 中国料理 かおたん
971,鬼滅併せぜんいつおずちゃん,,20.0,鬼滅併せぜんいつおずちゃん
975,愛宕板前寿司　ネズミ駆除メイン,"東京寿司 ITAMAE SUSHI 愛宕店, 日本、〒105-0001 東京都港区虎ノ門３丁目２１−５ 愛宕グリーンヒルズプラザ1F",34.3,愛宕板前寿司　ネズミ駆除メイン | 東京寿司 ITAMAE SUSHI 愛宕店
976,訪問ご挨拶_社会福祉法人恵比寿会　Fellow homes,東京都立川市緑町３３７２－８,22.2,訪問ご挨拶_社会福祉法人恵比寿会　Fellow homes | 東京都立川市緑町３３７２－８
977,【定期隔週清掃】アトミック　bar,,35.3,アトミック　bar
978,「現場調査」デイジイ川口市役所店,〒332-8601 埼玉県川口市青木２丁目１−１,23.5,「現場調査」デイジイ川口市役所店 | 〒332-8601 埼玉県川口市青木２丁目１−１
988,【給湯器設置】宮本様宅9:00〜9:30の間にお伺い,足立区竹ノ塚3-17-6Ｄクラディア102,16.7,宮本様宅9:00〜9:30の間にお伺い | 足立区竹ノ塚3-17-6Ｄクラディア102
989,【現地調査】人形町らーめん　いなせ,,23.5,人形町らーめん　いなせ
995,【修理】カラオケパセラ上野店8:00〜,東京都台東区上野2-14-30,31.6,カラオケパセラ上野店8:00〜 | 東京都台東区上野2-14-30
1002,モンキーツリー　ラグ交換,モンキーツリー馬喰町,63.6,モンキーツリー　ラグ交換 | モンキーツリー馬喰町
1006,【スポット】スモールズシンク修理,,30.0,スモールズシンク修理
1021,発酵デリカッセン新宿高島屋　清掃,,45.7,発酵デリカッセン新宿高島屋 | 連絡は店舗でなく高橋様(Gmail)でよい
1022,ミセサポ_忘年会,,16.7,ミセサポ_忘年会
1030,【給湯器設置】宮本様宅14:00着※お客様希望,足立区竹ノ塚3-17-6Ｄクラディア102,16.7,宮本様宅14:00着※お客様希望 | 足立区竹ノ塚3-17-6Ｄクラディア102
1034,【スポット清掃】株式会社テラケ大衆酒屋 てらけん本家 泉岳寺駅前店,"大衆酒屋 てらけん本家 泉岳寺駅前店, 日本、〒108-0074 東京都港区高輪２丁目１８−１０ 高輪泉岳寺駅前ビル 1階",31.6,株式会社テラケ大衆酒屋 てらけん本家 泉岳寺駅前店 | 大衆酒屋 てらけん本家 泉岳寺駅前店
1036,新橋 メティウスフーズ　ピッツアリアドーロ　ネズミカメラ回収,,22.7,新橋 メティウスフーズ　ピッツアリアドーロ　ネズミカメラ回収
1037,「現場調査」焼肉ここから茅場町店　株式会社ISSEI ダクト清掃,東京都中央区日本橋茅場町１丁目８−５,48.0,「現場調査」焼肉ここから茅場町店　株式会社ISSEI ダクト | 東京都中央区日本橋茅場町１丁目８−５
1053,らくがき　高圧洗浄,,33.3,らくがき　高圧洗浄
1056,【定期隔週清掃】アトミック　bar,,35.3,アトミック　bar
1063,訪問ご挨拶_イトウ製菓株式会社,,15.4,訪問ご挨拶_イトウ製菓株式会社
1066,Sbar 清掃,,46.2,Sbar
1068,【現場調査】焼肉ここからダクト清掃　人形町店,,27.3,焼肉ここからダクト　人形町店
1076,ミセサポ業務報告 misogi 研修,,24.2,ミセサポ業務報告 misogi 研修
1077,【定期清掃】S BAR 渋谷,"道玄坂１丁目１７−４, 日本、〒150-0043 東京都渋谷区道玄坂１丁目１７−４",44.4,S BAR 渋谷 | 道玄坂１丁目１７−４
1078,【定期清掃】GOSSO（株） 0秒レモンサワーときわ亭池袋西口店,〒171-0021 東京都豊島区西池袋１丁目１３−1 タグリート池袋 B1F,28.6,GOSSO（株） 0秒レモンサワーときわ亭池袋西口店 | 〒171-0021 東京都豊島区西池袋１丁目１３−1 タグリート池袋 B1F
1080,全社システム導入MTG,,23.1,全社システム導入MTG
1081,【定期清掃】S BAR 渋谷,"道玄坂１丁目１７−４, 日本、〒150-0043 東京都渋谷区道玄坂１丁目１７−４",44.4,S BAR 渋谷 | 道玄坂１丁目１７−４
1082,沖さん最終出社,,18.2,沖さん最終出社
1083,人事関係引継ぎ打合せ,,0.0,人事関係引継ぎ打合せ
1084,【定期清掃】GOSSO（株） 0秒レモンサワーときわ亭池袋西口店,〒171-0021 東京都豊島区西池袋１丁目１３−1 タグリート池袋 B1F,28.6,GOSSO（株） 0秒レモンサワーときわ亭池袋西口店 | 〒171-0021 東京都豊島区西池袋１丁目１３−1 タグリート池袋 B1F
1087,【定期清掃】株式会社友進中華食堂一番館 東陽町,,37.5,株式会社友進中華食堂一番館 東陽町
1090,【スポット】GOSSO（株） 0秒レモンサワーときわ亭池袋西口店,〒171-0021 東京都豊島区西池袋１丁目１３−1 タグリート池袋 B1F,28.6,GOSSO（株） 0秒レモンサワーときわ亭池袋西口店 | 〒171-0021 東京都豊島区西池袋１丁目１３−1 タグリート池袋 B1F | 店舗入って頂き1番奥にスタッフルームがあり、スタッフルーム内1番奥の壁に | ③店舗を出る時はその逆を行なって頂ければ問題なしです。
1094,【訪問】神田今川橋店 - 新潟カツ丼-タレカツ 15:00〜,東京都千代田区神田鍛冶町1-7-11 KCAビル 1F,26.1,神田今川橋店 - 新潟カツ丼-タレカツ 15:00〜 | 東京都千代田区神田鍛冶町1-7-11 KCAビル 1F
1098,【定期清掃】愛宕板前寿司　（森ビル案件）,"東京寿司 ITAMAE SUSHI 愛宕店, 日本、〒105-0001 東京都港区虎ノ門３丁目２１−５ 愛宕グリーンヒルズプラザ1F",34.8,愛宕板前寿司　（森ビル案件） | 東京寿司 ITAMAE SUSHI 愛宕店
1100,【定期清掃】愛宕板前寿司　（森ビル案件）,"東京寿司 ITAMAE SUSHI 愛宕店, 日本、〒105-0001 東京都港区虎ノ門３丁目２１−５ 愛宕グリーンヒルズプラザ1F",34.8,愛宕板前寿司　（森ビル案件） | 東京寿司 ITAMAE SUSHI 愛宕店
1101,【再清掃】GOSSO（株） 0秒レモンサワーときわ亭池袋西口店,〒171-0021 東京都豊島区西池袋１丁目１３−1 タグリート池袋 B1F,28.6,GOSSO（株） 0秒レモンサワーときわ亭池袋西口店 | 〒171-0021 東京都豊島区西池袋１丁目１３−1 タグリート池袋 B1F
1107,佐々木さん入社,,36.4,佐々木さん入社
1114,【スポット清掃】H VIEW 六本木寿司屋店（1日/2日分）,東京都港区六本木6-2-6 GEMS六本木 B1,40.0,H VIEW 六本木寿司屋店（1日 | 2日分） | 東京都港区六本木6-2-6 GEMS六本木 B1
1116,モンキーツリー　ラグ交換,モンキーツリー馬喰町,63.6,モンキーツリー　ラグ交換 | モンキーツリー馬喰町
1118,訪問ご挨拶_ベジフルフード株式会社様,【淀橋市場内事務所】 　〒169-0074 　東京都新宿区北新宿四丁目２番１号 　東京都中央卸売市場　淀橋市場　 　新仲卸売場棟２階　№12,19.0,訪問ご挨拶_ベジフルフード株式会社様 | 【淀橋市場内事務所】 　〒169-0074 　東京都新宿区北新宿四丁目２番１号 　東京都中央卸売市場　淀橋市場　 　新仲卸売場棟２階　№12
1121,「食べ営業」ネクサス,"大井１丁目１−６, 日本、〒140-0014 東京都品川区大井１丁目１−６",33.3,「食べ営業」ネクサス | 大井１丁目１−６
1125,ミーティング,,25.0,ミーティング
1131,【スポット清掃】H VIEW 六本木　寿司屋,東京都港区六本木6-2-6 GEMS六本木 B1,20.0,H VIEW 六本木　寿司屋 | 東京都港区六本木6-2-6 GEMS六本木 B1
1132,【定期清掃】株式会社クラウンセンス　鮨ひのもと,鮨ひのもと,27.3,株式会社クラウンセンス　鮨ひのもと | 鮨ひのもと | ※2025年10月オープンのお店なので綺麗です。
1134,【スポット】スモールズ 店舗清掃,,46.2,スモールズ 店舗
1138,【ゴミ回収】魚豪商コダマ錦糸町,東京都墨田区江東橋3-13-8 第二魚寅ビル B1F～1F,46.2,魚豪商コダマ錦糸町 | 東京都墨田区江東橋3-13-8 第二魚寅ビル B1F～1F
1139,訪問ご挨拶_リペア株式会社,東京都品川区南大井6丁目3番7号スリージェ南大井ビル1F,15.4,訪問ご挨拶_リペア株式会社 | 東京都品川区南大井6丁目3番7号スリージェ南大井ビル1F
1141,【定期清掃】株式会社友進中華食堂一番館 東陽町　初回,"第五津村ビル, 日本、〒135-0016 東京都江東区東陽４丁目１−１８ 第五津村ビル",33.3,株式会社友進中華食堂一番館 東陽町　初回 | 第五津村ビル
1144,【定期清掃】株式会社友進中華食堂一番館 東陽町,,37.5,株式会社友進中華食堂一番館 東陽町
1146,【定期清掃】鮨ひのもと,"アイムズ芝大門, 日本、〒105-0012 東京都港区芝大門１丁目４−５ アイムズ芝大門 1階",22.2,鮨ひのもと | アイムズ芝大門
1149,魚豪商コダマ大井町　玉置さん打ち合わせ,"魚豪商コダマ 大井町, 日本、〒140-0014 東京都品川区大井１丁目１−６",46.2,魚豪商コダマ大井町　玉置さん打ち合わせ | 魚豪商コダマ 大井町
1151,【定期清掃】GOSSO（株） 0秒レモンサワーときわ亭池袋西口店,〒171-0021 東京都豊島区西池袋１丁目１３−1 タグリート池袋 B1F,28.6,GOSSO（株） 0秒レモンサワーときわ亭池袋西口店 | 〒171-0021 東京都豊島区西池袋１丁目１３−1 タグリート池袋 B1F
1152,【隔月清掃】スモールズ ゴールデン街,新宿 猪鹿蝶,50.0,スモールズ ゴールデン街 | 新宿 猪鹿蝶
1153,【訪問】分とく山,東京都港区南麻布5-1-5,50.0,分とく山 | 東京都港区南麻布5-1-5
1154,【スポット】在宅給湯器修理,"竹の塚３丁目１７−６, 日本、〒121-0813 東京都足立区竹の塚３丁目１７−６",16.7,在宅給湯器修理 | 竹の塚３丁目１７−６
1161,【定期清掃】鮨ひのもと,"アイムズ芝大門, 日本、〒105-0012 東京都港区芝大門１丁目４−５ アイムズ芝大門 1階",22.2,鮨ひのもと | アイムズ芝大門
1168,正田 午前中ゴルフ/午後出社,,18.2,正田 午前中ゴルフ | 午後出社
1169,【定期隔週清掃】アトミック　bar,,35.3,アトミック　bar
1172,【スポット清掃】ハングリータイガー キッチンカー,横浜市保土ヶ谷区仏向町991-1,43.5,ハングリータイガー キッチンカー | 横浜市保土ヶ谷区仏向町991-1
1175,【定期清掃】愛宕板前寿司　（森ビル案件）,"東京寿司 ITAMAE SUSHI 愛宕店, 日本、〒105-0001 東京都港区虎ノ門３丁目２１−５ 愛宕グリーンヒルズプラザ1F",34.8,愛宕板前寿司　（森ビル案件） | 東京寿司 ITAMAE SUSHI 愛宕店
1178,梅岡と高木ミーテイング,,22.2,梅岡と高木ミーテイング
1179,テスト,,33.3,テスト
1180,【定期隔週清掃】アトミック　bar,,35.3,アトミック　bar
1182,情報共有兼打合せ（正田・梅岡）,,15.4,情報共有兼打合せ（正田 | 梅岡）
1183,【本社】株式会社 Brigade,東京都目黒区八雲2-8-15 氷川坂ビル,41.7,株式会社 Brigade | 東京都目黒区八雲2-8-15 氷川坂ビル
1188,GOSSO　0秒レモンサワー　 深夜渋谷清掃,,20.7,GOSSO　0秒レモンサワー　 深夜渋谷 | 鍵はキーボックスで対応と店内のSECOMの解除も必要です。
1189,スモールズ ゴールデン街 隔月清掃,新宿 猪鹿蝶,50.0,スモールズ ゴールデン街 隔月 | 新宿 猪鹿蝶
1192,人事引き継ぎミーティング,,18.2,人事引き継ぎミーティング
1193,ミーティング　清掃員,,23.5,ミーティング　員
1195,【定期清掃】鮨ひのもと,"アイムズ芝大門, 日本、〒105-0012 東京都港区芝大門１丁目４−５ アイムズ芝大門 1階",22.2,鮨ひのもと | アイムズ芝大門
1196,【隔月清掃】スモールズ ゴールデン街,新宿 猪鹿蝶,50.0,スモールズ ゴールデン街 | 新宿 猪鹿蝶
1198,訪問ご挨拶_株式会社三和テレム,千葉県松戸市常盤平2丁目6番地7,16.0,訪問ご挨拶_株式会社三和テレム | 千葉県松戸市常盤平2丁目6番地7
1199,【店舗】株式会社 太樹苑,〒160-0000 東京都新宿区西新宿７丁目２３−１ TSビル 1F,22.2,株式会社 太樹苑 | 〒160-0000 東京都新宿区西新宿７丁目２３−１ TSビル 1F | ・役職：統括店長
1203,【訪問アポイント】株式会社高幡まんじゅう松盛堂様,,18.2,株式会社高幡まんじゅう松盛堂様
1206,【店舗】株式会社チンズコーポレーション,"本格中華料理 陳家私菜 丸の内店（旧 有楽町店）, 日本、〒100-0005 東京都千代田区丸の内３丁目７−１０ 鍛冶橋高架下 1階",26.1,株式会社チンズコーポレーション | 本格中華料理 陳家私菜 丸の内店（旧 有楽町店）
1209,【訪問】分けとく山,東京都港区南麻布5-1-5,46.2,分けとく山 | 東京都港区南麻布5-1-5
1210,【定期清掃】株式会社オン・ザ・プラネット　魚豪商コダマ錦糸町,"第二魚寅ビル, 日本、〒130-0022 東京都墨田区江東橋３丁目１３−８ 第二魚寅ビル",40.0,株式会社オン | ザ | プラネット　魚豪商コダマ錦糸町 | 第二魚寅ビル
1212,【再清掃】株式会社テラケン　大衆酒屋 てらけん本家 泉岳寺駅前店,"大衆酒屋 てらけん本家 泉岳寺駅前店, 日本、〒108-0074 東京都港区高輪２丁目１８−１０ 高輪泉岳寺駅前ビル 1階",31.6,株式会社テラケン　大衆酒屋 てらけん本家 泉岳寺駅前店 | 大衆酒屋 てらけん本家 泉岳寺駅前店
1215,sbar,,46.2,sbar
1216,焼肉ビジネスフェアイベント出展MTG,,25.0,焼肉ビジネスフェアイベント出展MTG
1221,【スポット清掃】スモールズ 不夜城,〒160-0021 東京都新宿区歌舞伎町１丁目３−１０ 思い出の抜け道ビル 2.3F,47.6,スモールズ 不夜城 | 〒160-0021 東京都新宿区歌舞伎町１丁目３−１０ 思い出の抜け道ビル 2.3F
1223,【定期清掃】S BAR 渋谷,"道玄坂１丁目１７−４, 日本、〒150-0043 東京都渋谷区道玄坂１丁目１７−４",44.4,S BAR 渋谷 | 道玄坂１丁目１７−４
1225,沖さん退職後備品回収,,14.3,沖さん退職後備品回収
1228,情報共有兼打合せ（正田・梅岡）,,15.4,情報共有兼打合せ（正田 | 梅岡）
1234,【定期隔週清掃】アトミック　bar,,35.3,アトミック　bar
1237,情報共有兼打合せ（正田・梅岡）,,15.4,情報共有兼打合せ（正田 | 梅岡）
1240,【オンラインMTG】ミセサポ様,,20.0,ミセサポ様
1242,プリウス車洗い,,18.2,プリウス車洗い
1246,スモールズ ゴールデン街 隔月清掃,新宿 猪鹿蝶,50.0,スモールズ ゴールデン街 隔月 | 新宿 猪鹿蝶
1247,現場責任者ミーティング,,19.0,現場責任者ミーティング
1250,クリッパー車検,,21.1,クリッパー車検
1251,営業確認　FOLLOWUP 社会福祉法人敬愛会,,15.8,営業確認　FOLLOWUP 社会福祉法人敬愛会
1253,情報共有兼打合せ（正田・梅岡）,,15.4,情報共有兼打合せ（正田 | 梅岡）
1254,『ZOOM』清掃チームミーティング,,19.0,『ZOOM』チームミーティング
1255,（運送会社スターライン）かきみさんとのランチ,"東京駅, 日本、〒100-0005 東京都千代田区丸の内１丁目９",28.6,かきみさんとのランチ | 東京駅
1256,株式会社だるまてんぐ,〒150-0013 東京都渋谷区恵比寿４丁目４−１４ イナビル 1階（タイ屋台ラオラオ）,35.3,株式会社だるまてんぐ | 〒150-0013 東京都渋谷区恵比寿４丁目４−１４ イナビル 1階（タイ屋台ラオラオ） | 年二回6店舗一気に清掃する
1257,【再清掃】yakitaro 水道橋,,40.0,yakitaro 水道橋
1260,【打ち合わせ】分けとく山12:00,,35.3,分けとく山12:00
1264,【定期清掃】株式会社オン・ザ・プラネット　魚豪商コダマ錦糸町,"第二魚寅ビル, 日本、〒130-0022 東京都墨田区江東橋３丁目１３−８ 第二魚寅ビル",40.0,株式会社オン | ザ | プラネット　魚豪商コダマ錦糸町 | 第二魚寅ビル
1265,訪問ご挨拶_フロンティア有限会社,千葉県松戸市新松戸4丁目219番地1,20.0,訪問ご挨拶_フロンティア有限会社 | 千葉県松戸市新松戸4丁目219番地1
1266,【定期隔週清掃】アトミック　bar,,35.3,アトミック　bar
1267,[EBインサイドセールス] 吉野家ホルディングズ　ミーティング,"DAIWA River Gate, 36-2 Nihonbashihakozakichō, Chuo City, Tokyo 103-0015, Japão",40.0,吉野家ホルディングズ　ミーティング | DAIWA River Gate
1274,【定期清掃】鮨ひのもと,"アイムズ芝大門, 日本、〒105-0012 東京都港区芝大門１丁目４−５ アイムズ芝大門 1階",22.2,鮨ひのもと | アイムズ芝大門
1278,【スポット清掃】肉の関山,"巣鴨３丁目２４−９, 日本、〒170-0002 東京都豊島区巣鴨３丁目２４−９",44.4,肉の関山 | 巣鴨３丁目２４−９
1280,株式会社イタリアントマト,東京都品川区東品川四丁目12番4号 品川シーサイドフォレスト　オーバルガーデン2F,25.0,株式会社イタリアントマト | 東京都品川区東品川四丁目12番4号 品川シーサイドフォレスト　オーバルガーデン2F | ・役職：店舗開発部部長
1281,【清掃ミーティング】,,0.0,
1286,【本社】エレガントエース株式会社,東京都新宿区新宿1丁目5-13 溝呂木㐧一ビル6F,33.3,エレガントエース株式会社 | 東京都新宿区新宿1丁目5-13 溝呂木㐧一ビル6F
1293,生井契約関連,,20.0,生井契約関連
1294,【店舗】株式会社タイガー＆ドラゴン,〒144-0051 東京都大田区西蒲田７丁目６３−６,35.3,株式会社タイガー＆ドラゴン | 〒144-0051 東京都大田区西蒲田７丁目６３−６
1295,【スポット清掃】スモールズ 不夜城 冷蔵庫裏防鼠,,37.0,スモールズ 不夜城 冷蔵庫裏防鼠
1296,ツール関係ミーティング（梅岡・櫻田・増田）,,40.0,ツール関係ミーティング（梅岡 | 櫻田 | 増田）
1298,訪問ご挨拶_株式会社ネクサス,東京都大田区蒲田5-8-7,15.4,訪問ご挨拶_株式会社ネクサス | 東京都大田区蒲田5-8-7
1305,【本社】株式会社サッポロライオン,東京都中央区銀座8-14-14　銀座昭和通りビル 7階,40.0,株式会社サッポロライオン | 東京都中央区銀座8-14-14　銀座昭和通りビル 7階 | ・役職：店舗開発部担当者 | ・外注業務：店舗によって変わるため一概には言えない
1308,【Hview六本木定期清掃提案 】20:30〜,東京都港区六本木6-2-6 GEMS六本木 B1F,28.6,20:30〜 | 東京都港区六本木6-2-6 GEMS六本木 B1F
1311,【再清掃】ハングリータイガー キッチンカー,横浜市保土ヶ谷区仏向町991-1,43.5,ハングリータイガー キッチンカー | 横浜市保土ヶ谷区仏向町991-1
1316,【定期清掃】株式会社オン・ザ・プラネット　魚豪商コダマ錦糸町,"第二魚寅ビル, 日本、〒130-0022 東京都墨田区江東橋３丁目１３−８ 第二魚寅ビル",40.0,株式会社オン | ザ | プラネット　魚豪商コダマ錦糸町 | 第二魚寅ビル
1321,【店舗】株式会社Dress Circle,東京都調布市布田1-49-17 一粒万倍館 1F（BACHIYA調布）,38.5,株式会社Dress Circle | 東京都調布市布田1-49-17 一粒万倍館 1F（BACHIYA調布） | ・役職：複数店舗管理者
1322,【定期清掃】とくやまホールディングス 分けとく山　初回清掃,分けとく山,46.2,とくやまホールディングス 分けとく山　初回 | 分けとく山
1325,現場調査　TDM 桜新町 大須賀 様,,20.0,現場調査　TDM 桜新町 大須賀 様
1327,【定期隔週清掃】アトミック　bar,,35.3,アトミック　bar
1328,【再清掃】分けとく山,東京都港区南麻布5-1-5,46.2,分けとく山 | 東京都港区南麻布5-1-5
1331,愛宕板前寿司　ネズミ駆除メイン,"東京寿司 ITAMAE SUSHI 愛宕店, 日本、〒105-0001 東京都港区虎ノ門３丁目２１−５ 愛宕グリーンヒルズプラザ1F",34.3,愛宕板前寿司　ネズミ駆除メイン | 東京寿司 ITAMAE SUSHI 愛宕店
1335,【現場調査】武蔵野科学研究所（担当者：小島）　梅岡,"武蔵野化学東京研究所, 日本、〒168-0081 東京都杉並区宮前１丁目１６−２４ 武蔵野化学東京研究所",19.0,武蔵野科学研究所（担当者：小島）　梅岡 | 武蔵野化学東京研究所
1338,【定期清掃】鮨ひのもと,"アイムズ芝大門, 日本、〒105-0012 東京都港区芝大門１丁目４−５ アイムズ芝大門 1階",22.2,鮨ひのもと | アイムズ芝大門
1342,【定期清掃】愛宕板前寿司　（森ビル案件）,"東京寿司 ITAMAE SUSHI 愛宕店, 日本、〒105-0001 東京都港区虎ノ門３丁目２１−５ 愛宕グリーンヒルズプラザ1F",34.8,愛宕板前寿司　（森ビル案件） | 東京寿司 ITAMAE SUSHI 愛宕店
1343,訪問ご挨拶_株式会社船橋屋,,18.2,訪問ご挨拶_株式会社船橋屋
1346,発酵デリカッセン新宿高島屋　清掃,,45.7,発酵デリカッセン新宿高島屋
1355,【定期清掃】GOSSO（株） 0秒レモンサワーときわ亭池袋西口店　初回,〒171-0021 東京都豊島区西池袋１丁目１３−1 タグリート池袋 B1F,26.7,GOSSO（株） 0秒レモンサワーときわ亭池袋西口店　初回 | 〒171-0021 東京都豊島区西池袋１丁目１３−1 タグリート池袋 B1F
1356,(現場調査) とりとん　吉祥寺,"吉祥寺っ子居酒屋 旨串とりとん, 日本、〒180-0003 東京都武蔵野市吉祥寺南町１丁目４−１ 井の頭ビル B1F",28.6,とりとん　吉祥寺 | 吉祥寺っ子居酒屋 旨串とりとん
1360,【定期清掃】愛宕板前寿司　（森ビル案件）,"東京寿司 ITAMAE SUSHI 愛宕店, 日本、〒105-0001 東京都港区虎ノ門３丁目２１−５ 愛宕グリーンヒルズプラザ1F",34.8,愛宕板前寿司　（森ビル案件） | 東京寿司 ITAMAE SUSHI 愛宕店
1361,【全メンバー対象】車整理/事務所管理,芝下3-1-14 澤田コーポ,15.4,車整理 | 事務所管理 | 芝下3-1-14 澤田コーポ
1362,【定期清掃】とくやまホールディングス 分けとく山,分けとく山,46.2,とくやまホールディングス 分けとく山 | 分けとく山
