event_index,tenpo_id,tenpo_name,matched_by,score,summary,old_address,new_address,old_map_url,new_map_url
1026,TENPO#0085,大森店,ニーハオ大森店,89.4,【再清掃定期清掃】ニーハオ大森店,,"ニイハオ 大森店, 日本、〒143-0016 東京都大田区大森北１丁目２−１",,
1027,TENPO#0054,トオダ,プラネット　魚無双トオダ,90.2,【定期清掃】株式会社オン・ザ・プラネット　魚無双トオダ,,"魚無双トオダ, 日本、〒105-0004 東京都港区新橋４丁目１５−６",,
1028,TENPO#0054,トオダ,プラネット　魚無双トオダ,90.2,【定期清掃】株式会社オン・ザ・プラネット　魚無双トオダ,,"魚無双トオダ, 日本、〒105-0004 東京都港区新橋４丁目１５−６",,
1029,TENPO#0058,ニューイブシオ,プラネット　新燻男ニューイブシオ,91.0,【定期清掃】株式会社オン・ザ・プラネット　新燻男ニューイブシオ,,新燻男ニューイブシオ,,
1031,TENPO#0032,麺と肴　担々麺 ペン坊,麺と肴　担々麺 ペン坊 　青柳社長,90.6,【定期清掃】麺と肴　担々麺 ペン坊 　青柳社長,,"麺と肴 担々麺 ぺん坊 ラーメン 本所吾妻橋, 日本、〒130-0001 東京都墨田区吾妻橋３丁目６−１５ サンサーラ吾妻橋 105",,
1032,TENPO#0080,Mahaloh Import Shop,Mahaloh Import Shop,100.0,Mahaloh Import Shop 清掃　梅岡案件清掃,,"Mahaloh Import Shop, 日本、〒230-0041 神奈川県横浜市鶴見区潮田町３丁目１４２−５",,
1033,TENPO#0014,渋谷店,GOSSO　0秒レモンサワー 仙台ホルモン焼肉酒場 ときわ亭 渋谷店,94.0,【定期清掃】GOSSO　0秒レモンサワー 仙台ホルモン焼肉酒場 ときわ亭 渋谷店,,〒150-0043 東京都渋谷区道玄坂１丁目５−５ 藤木ビル 2F,,
1035,TENPO#0132,atomic BAR,六本木 ATOMIC BAR ゴミ回収,91.2,【定期ゴミ回収】六本木 ATOMIC BAR ゴミ回収,,,,
1038,TENPO#0018,西新宿店,デイジイ西新宿店 (DAISY),90.6,パン屋 デイジイ daisy西新宿,,"デイジイ西新宿店 (DAISY), 日本、〒160-0023 東京都新宿区西新宿６丁目１１−３ Dタワー西新宿 １階",,
1039,TENPO#0128,ビストロ エヴォルテ,ビストロ エヴォルテ,100.0,【定期清掃】ビストロ エヴォルテ　（火曜定休）,,"ビストロ エヴォルテ, 日本、〒144-0052 東京都大田区蒲田５丁目２９−１ エクセルピア蒲田３番館 三番館 １F",,
1040,TENPO#77f42e59665b,N,モンキーツリー株式会社エデュケーション MONKEY TREE 日本橋店,93.8,【定期清掃】モンキーツリー株式会社エデュケーション MONKEY TREE 日本橋店,,モンキーツリー馬喰町,,
1041,TENPO#0020,モンキーツリー 店舗未設定,モンキーツリー,89.4,【再清掃】モンキーツリー,,,,
1042,TENPO#0053,新橋店,メティウスフーズ ピッツェリア ドォーロ 新橋店,92.2,【定期清掃】メティウスフーズ ピッツェリア ドォーロ 新橋店,,ピッツェリア ドォーロ 新橋店,,
1043,TENPO#0014,渋谷店,株式会社フォーシーズ クアアイナ 渋谷店,90.8,【スポット清掃】株式会社フォーシーズ クアアイナ 渋谷店,,"KUA`AINA 渋谷宮益坂店, 日本、〒150-0002 東京都渋谷区渋谷１丁目１０−４ メゾン・ド・ユー 1F",,
1044,TENPO#0066,赤塚店,【】いのこ板橋区赤塚店,89.8,(仮)【定期清掃】いのこ板橋区赤塚店,,"麺処いのこ 赤塚店, 日本、〒175-0093 東京都板橋区赤塚新町３丁目８−２５",,
1045,TENPO#0083,本店,プラネット　魚焼男新橋本店,90.4,株式会社オン・ザ・プラネット　魚焼男新橋本店,,"大興ビル, 日本、〒105-0004 東京都港区新橋３丁目５ 大興ビル",,
1046,TENPO#0092,上野駅前店,カラオケパセラ上野駅前店　修繕なーろん,91.6,カラオケパセラ上野駅前店　修繕なーろん,,,,
1047,TENPO#0048,代々木店,武蔵野アブラ学会　代々木店,90.4,【定期清掃】武蔵野アブラ学会　代々木店,,"武蔵野アブラ学会 代々木店, 日本、〒151-0053 東京都渋谷区代々木１丁目５８−７",,
1048,TENPO#0083,本店,プラネット　魚焼男新橋本店,90.4,【定期清掃】株式会社オン・ザ・プラネット　魚焼男新橋本店,,"大興ビル, 日本、〒105-0004 東京都港区新橋３丁目５ 大興ビル",,
1049,TENPO#0010,神田店,デニーロ 神田店,89.4,【定期清掃】デニーロ 神田店,,"デニーロ神田店, 日本、〒101-0054 東京都千代田区神田錦町３丁目１４−３ 神田錦町ビル 1階",,
1050,TENPO#77f42e59665b,N,〒105-0004 東京都港区新橋４丁目１４−１ AUNビル 3階,93.8,【定期清掃】株式会社オン・ザ・プラネット　ホルモンのマンモス,,〒105-0004 東京都港区新橋４丁目１４−１ AUNビル 3階,,
1051,TENPO#0092,上野駅前店,カラオケパセラ上野駅前店　修繕なーろん,91.6,カラオケパセラ上野駅前店　修繕なーろん,,,,
1052,TENPO#0047,南口店,H VIEW株式会社　立川酒場 魚丸 南口店,90.8,【定期清掃】H VIEW株式会社　立川酒場 魚丸 南口店,,"立川酒場 魚丸 南口店, 日本、〒190-0023 東京都立川市柴崎町３丁目３−５ ベルフェアー・立川",,
1054,TENPO#0132,atomic BAR,六本木 ATOMIC BAR ゴミ回収,91.2,【定期ゴミ回収】六本木 ATOMIC BAR ゴミ回収,,,,
1055,TENPO#0060,大衆寿司酒場こがね,大衆寿司酒場こがね,100.0,【定期清掃】大衆寿司酒場こがね（日曜定休）,,"大衆寿司酒場こがね, 日本、〒343-0845 埼玉県越谷市南越谷１丁目２６−９",,
1057,TENPO#77f42e59665b,N,〒105-0004 東京都港区新橋４丁目１４−１ AUNビル B1F,94.0,【定期清掃】株式会社オン・ザ・プラネット　ニューサカナヤキオ,,"〒105-0004 東京都港区新橋４丁目１４−１ AUNビル B1F,1F",,
1058,TENPO#0018,西新宿店,デイジイ西新宿店 (DAISY),90.6,【定期清掃】パン屋 デイジイ西新宿,,"デイジイ西新宿店 (DAISY), 日本、〒160-0023 東京都新宿区西新宿６丁目１１−３ Dタワー西新宿 １階",,
1059,TENPO#0083,本店,株式会社ダイニングエッジ　楽が気　新橋本店,91.0,【定期清掃】株式会社ダイニングエッジ　楽が気　新橋本店,,"楽が気, 日本、〒105-0004 東京都港区新橋３丁目２１−４ 新橋第2ペリカンビル 1F",,
1060,TENPO#0012,新小岩店,株式会社友進中華食堂一番館 新小岩店,90.6,【定期清掃】株式会社友進中華食堂一番館 新小岩店,,"中華食堂 一番館 新小岩店, 日本、〒124-0024 東京都葛飾区新小岩１丁目４２−８",,
1061,TENPO#0031,鮨 輝らく,輝らく,88.6,【定期清掃】飯田橋 輝らく　定休日(火・水曜日),,"輝らく, 日本、〒162-0825 東京都新宿区神楽坂３丁目１ クレール神楽坂３",,
1062,TENPO#0053,新橋店,プラネット　魚豪商 コダマ新橋店,90.8,【定期清掃】株式会社オン・ザ・プラネット　魚豪商 コダマ新橋店,,"魚豪商 コダマ, 日本、〒105-0004 東京都港区新橋４丁目１９−１０ タカソビル 1F A",,
1064,TENPO#0061,大衆寿司酒場 こがね商店,大衆寿司酒場 こがね商店,100.0,【定期清掃】大衆寿司酒場 こがね商店（日曜定休）,,"大衆寿司酒場 こがね商店, 日本、〒340-0034 埼玉県草加市氷川町２１２４−１４",,
1065,TENPO#0061,大衆寿司酒場 こがね商店,大衆寿司酒場 こがね商店,100.0,【定期清掃】大衆寿司酒場 こがね商店（日曜定休）,,"大衆寿司酒場 こがね商店, 日本、〒340-0034 埼玉県草加市氷川町２１２４−１４",,
1067,TENPO#0030,蕎麦割烹居酒屋　更科天狐,蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜,92.0,蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜,,蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜,,
1069,TENPO#0030,蕎麦割烹居酒屋　更科天狐,蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜,92.0,【定期清掃】蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜,,蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜,,
1070,TENPO#0018,西新宿店,デイジイ西新宿店 (DAISY),90.6,【定期清掃】パン屋 デイジイ西新宿,,"デイジイ西新宿店 (DAISY), 日本、〒160-0023 東京都新宿区西新宿６丁目１１−３ Dタワー西新宿 １階",,
1071,TENPO#0010,神田店,神田店終わったら請求書送る,90.6,【定期清掃】ニーハオ 神田店,,"ニイハオ 神田店, 日本、〒101-0044 東京都千代田区鍛冶町１丁目６−２ 林ビル B1F",,
1072,TENPO#0053,新橋店,プラネット　魚豪商 コダマ新橋店,90.8,【定期清掃】株式会社オン・ザ・プラネット　魚豪商 コダマ新橋店,,"魚豪商 コダマ, 日本、〒105-0004 東京都港区新橋４丁目１９−１０ タカソビル 1F A",,
1073,TENPO#0057,弐,プラネット　魚焼男 弐,89.8,【定期清掃】株式会社オン・ザ・プラネット　魚焼男 弐,,"魚焼男 弐, 日本、〒105-0004 東京都港区新橋３丁目１５−８ 精工ビル B1F",,
1074,TENPO#0055,マンモス,プラネット　焼肉男マンモス,90.4,【再清掃】株式会社オン・ザ・プラネット　焼肉男マンモス,,"桜井ビル, 日本、〒105-0004 東京都港区新橋３丁目１９−４ 桜井ビル",,
1075,TENPO#77f42e59665b,N,〒105-0004 東京都港区新橋４丁目１４−１ AUNビル B1F,94.0,【定期清掃】株式会社オン・ザ・プラネット　ニューサカナヤキオ,,"〒105-0004 東京都港区新橋４丁目１４−１ AUNビル B1F,1F",,
1079,TENPO#0043,新宿店,メティウスフーズ PASTA of LIFE 新宿店,92.4,【定期清掃】メティウスフーズ PASTA of LIFE 新宿店,,,,https://maps.app.goo.gl/SYdUTgJVW12hWZPG6?g_st=ipc
1085,TENPO#0128,ビストロ エヴォルテ,ビストロ エヴォルテ,100.0,【定期清掃】ビストロ エヴォルテ,,"ビストロ エヴォルテ, 日本、〒144-0052 東京都大田区蒲田５丁目２９−１ エクセルピア蒲田３番館 三番館 １F",,
1086,TENPO#77f42e59665b,N,株式会社Joynary,89.4,石野悠介/株式会社Joynary/お打ち合わせ,,,,
1088,TENPO#0031,鮨 輝らく,輝らく,88.6,【定期清掃】飯田橋 輝らく　定休日(火・水曜日),,"輝らく, 日本、〒162-0825 東京都新宿区神楽坂３丁目１ クレール神楽坂３",,
1089,TENPO#0061,大衆寿司酒場 こがね商店,大衆寿司酒場 こがね商店,100.0,【再清掃】大衆寿司酒場 こがね商店（日曜定休）,,"大衆寿司酒場 こがね商店, 日本、〒340-0034 埼玉県草加市氷川町２１２４−１４",,
1091,TENPO#0083,本店,旭鮨總本店株式会社,89.0,【本社】旭鮨總本店株式会社,,東京都世田谷区赤堤4-45-2,,
1092,TENPO#0003,西谷店,株式会社マエザワフーズ　神奈川回転寿司ぐるめ亭 西谷店,92.2,【初回清掃/関係構築】株式会社マエザワフーズ　神奈川回転寿司ぐるめ亭 西谷店,,"神奈川回転寿司ぐるめ亭 西谷店, 日本、〒241-0012 神奈川県横浜市旭区西川島町１−１０",,
1093,TENPO#0031,鮨 輝らく,輝らく,88.6,【定期清掃】飯田橋 輝らく　定休日(火・水曜日),,"輝らく, 日本、〒162-0825 東京都新宿区神楽坂３丁目１ クレール神楽坂３",,
1095,TENPO#0064,竹祥,テイクユー　貝出汁中華そば 竹祥,90.8,【定期清掃】テイクユー　貝出汁中華そば 竹祥,,貝出汁中華そば竹祥,,
1096,TENPO#0043,新宿店,メティウスフーズ PASTA of LIFE 新宿店,92.4,【定期清掃】メティウスフーズ PASTA of LIFE 新宿店,,,,https://maps.app.goo.gl/SYdUTgJVW12hWZPG6?g_st=ipc
1097,TENPO#0083,本店,株式会社ダイニングエッジ　楽が気　新橋本店,91.0,【定期清掃】株式会社ダイニングエッジ　楽が気　新橋本店,,"楽が気, 日本、〒105-0004 東京都港区新橋３丁目２１−４ 新橋第2ペリカンビル 1F",,
1099,TENPO#0066,赤塚店,【】いのこ板橋区赤塚店,89.8,(仮)【定期清掃】いのこ板橋区赤塚店,,"麺処いのこ 赤塚店, 日本、〒175-0093 東京都板橋区赤塚新町３丁目８−２５",,
1102,TENPO#0048,代々木店,武蔵野アブラ学会　代々木店,90.4,武蔵野アブラ学会　代々木店,,"武蔵野アブラ学会 代々木店, 日本、〒151-0053 東京都渋谷区代々木１丁目５８−７",,
1103,TENPO#0063,大衆串焼き酒場こがね,大衆串焼き酒場こがね,100.0,【定期清掃】大衆串焼き酒場こがね　初回清掃（日曜定休）,,大衆串焼き酒場こがね,,
1104,TENPO#0014,渋谷店,株式会社フォーシーズ クアアイナ 渋谷店,90.8,【スポット清掃】株式会社フォーシーズ クアアイナ 渋谷店,,"KUA`AINA 渋谷宮益坂店, 日本、〒150-0002 東京都渋谷区渋谷１丁目１０−４ メゾン・ド・ユー 1F",,
1105,TENPO#0032,麺と肴　担々麺 ペン坊,麺と肴　担々麺 ペン坊 　青柳社長,90.6,【定期清掃】麺と肴　担々麺 ペン坊 　青柳社長,,"麺と肴 担々麺 ぺん坊 ラーメン 本所吾妻橋, 日本、〒130-0001 東京都墨田区吾妻橋３丁目６−１５ サンサーラ吾妻橋 105",,
1106,TENPO#0062,大衆焼肉酒場こがね,大衆焼肉酒場 こがね,100.0,【定期清掃】元気ダイニング  大衆焼肉酒場こがね（日曜定休）,,"大衆焼肉酒場 こがね, 日本、〒343-0845 埼玉県越谷市南越谷４丁目７−３",,
1108,TENPO#0084,大井町店,ニーハオ大井町店,89.6,ニーハオ大井町店,,"你好 大井町, 日本、〒140-0011 東京都品川区東大井５丁目１７−４ 高山ビル B1",,
1109,TENPO#0053,新橋店,プラネット　魚豪商 コダマ新橋店,90.8,株式会社オン・ザ・プラネット　魚豪商 コダマ新橋店,,"魚豪商 コダマ, 日本、〒105-0004 東京都港区新橋４丁目１９−１０ タカソビル 1F A",,
1110,TENPO#0066,赤塚店,『スポット』いのこ赤塚店,90.0,『スポット』いのこ赤塚店,,,,
1111,TENPO#77f42e59665b,N,株式会社SPAN　小林様 x 正田和輝プライベート: ３０分　お打ち合わせ,93.4,株式会社SPAN　小林様 x 正田和輝プライベート: ３０分　お打ち合わせ,,"lulubyからの紹介案件<br><br>4 株式会社SPAN ""燻製キッチン大井町<br> 燻製キッチン五反田<br>nakameguro 燻製 apartment"" 東京都品川区 <a href=""https://span-co.jp/shop/"">https://span-co.jp/shop/</a> 飲食店・売店 4/7(月) 4/15(火) 16:00～16:30 ミセサポ様人格 森田 小林 エリアマネージャー エリアマネージャー kobayashi@span-co.jp ""03-5725-8391<br>090-1022-2147"" 11 Zoom ""<a href=""https://us06web.zoom.us/j/5596229146?pwd=138l5aduDb8JNtQQGcmARn5fG28aKn.1"">https://us06web.zoom.us/j/5596229146?pwd=138l5aduDb8JNtQQGcmARn5fG28aKn.1</a><br>ミーティング ID: 559 622 9146<br>パスコード: 1222"" ""・外注業者：定期的に出してるところはない。（都度都度壊れたら依頼を出してる形）<br>・課題感：<br>　グリストの奥の配管など、見えないところに油が詰まった、<br>　という事象がたびたび発生し、その対応が難しいので、対応してほしい<br><br>・架電時の対面の印象<br>　・落ち着いている方<br><br>９店舗で１、２回詰まってしまった、１〜2週１回、見えない配管<br>フィルターやグリストラップの清掃は自分たちでできる。<br><br>三元茶屋でグリストラップが先月詰まった。<br>オーナーに相談してからになる<br><br>五反田、恵比寿の店舗は地下だから、排水ポンプであげている、たまに追いついてない。<br>本社が自宅兼事務所　800＊400 <br>恵比寿はグリストラップ2台ある。　基本車道から遠い。<br><br>高圧洗浄を買って、ケルヒャーをやってみようと思うが、できなければ業者に頼む予定。（7月にリマインド）"" 森田 TEL実施済 2025/4/11    提案中   ""状況確認<br>←すぐすぐに検討が進むような状況ではない<br>何かない限り現状維持で落ち着くとのこと<br>本社へ訪問アポ組めないか<br>12/2　社長の付き合いの内装屋を導入するとのことで、他業者は導入しないとのこと"" 当社（lullaby",,
1112,TENPO#0082,別館,ニーハオ蒲田　別館,89.6,【定期清掃】ニーハオ蒲田　別館,,ニーハオ蒲田本店,,
1113,TENPO#0053,新橋店,メティウスフーズ ピッツェリア ドォーロ 新橋店,92.2,【定期清掃】メティウスフーズ ピッツェリア ドォーロ 新橋店,,ピッツェリア ドォーロ 新橋店,,
1115,TENPO#0018,西新宿店,デイジイ西新宿店 (DAISY),90.6,パン屋 デイジイ daisy西新宿,,"デイジイ西新宿店 (DAISY), 日本、〒160-0023 東京都新宿区西新宿６丁目１１−３ Dタワー西新宿 １階",,
1117,TENPO#0030,蕎麦割烹居酒屋　更科天狐,蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜,92.0,【定期清掃】蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜,,蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜,,
1119,TENPO#0042,麹町店,株式会社メティウスフーズ ピッツェリアドォーロ麹町店,92.2,株式会社メティウスフーズ ピッツェリアドォーロ麹町店,,"ピッツェリア ドォーロ 麹町店, 日本、〒102-0083 東京都千代田区麹町４丁目３−１０ 小倉ビル 1F",,
1120,TENPO#0132,atomic BAR,六本木 ATOMIC BAR ゴミ回収,91.2,【定期ゴミ回収】六本木 ATOMIC BAR ゴミ回収,,,,
1122,TENPO#0085,大森店,ニーハオ大森店,89.4,【定期清掃】ニーハオ大森店,,"ニイハオ 大森店, 日本、〒143-0016 東京都大田区大森北１丁目２−１",,
1123,TENPO#0060,大衆寿司酒場こがね,大衆寿司酒場こがね,100.0,【再清掃】大衆寿司酒場こがね（日曜定休）,,"大衆寿司酒場こがね, 日本、〒343-0845 埼玉県越谷市南越谷１丁目２６−９",,
1124,TENPO#0014,渋谷店,カラオケパセラ渋谷店,90.0,【定期修繕】カラオケパセラ渋谷店,,,,
1126,TENPO#0128,ビストロ エヴォルテ,ビストロ エヴォルテ,100.0,【定期清掃】ビストロ エヴォルテ　（火曜定休）,,"ビストロ エヴォルテ, 日本、〒144-0052 東京都大田区蒲田５丁目２９−１ エクセルピア蒲田３番館 三番館 １F",,
1127,TENPO#0062,大衆焼肉酒場こがね,大衆焼肉酒場 こがね,100.0,【定期清掃】元気ダイニング  大衆焼肉酒場こがね（日曜定休）,,"大衆焼肉酒場 こがね, 日本、〒343-0845 埼玉県越谷市南越谷４丁目７−３",,
1128,TENPO#0053,新橋店,仮「現場調査」焼肉ここから新橋店　株式会社ISSEI ダクト,92.4,仮「現場調査」焼肉ここから新橋店　株式会社ISSEI ダクト清掃,,"ＮＳプラザ 新橋, 日本、〒105-0004 東京都港区新橋２丁目８−１５",,
1129,TENPO#0065,THE MARK GRAND HOTEL,The mark grand hotel,100.0,【定期害虫駆除】The mark grand hotel,,"THE MARK GRAND HOTEL, 日本、〒330-0081 埼玉県さいたま市中央区新都心３−２",,
1130,TENPO#0065,THE MARK GRAND HOTEL,THE MARK GRAND HOTEL,100.0,The mark grand hotel 害虫駆除,,"THE MARK GRAND HOTEL, 日本、〒330-0081 埼玉県さいたま市中央区新都心３−２",,
1133,TENPO#0054,トオダ,プラネット　魚無双トオダ,90.2,【定期清掃】株式会社オン・ザ・プラネット　魚無双トオダ,,"魚無双トオダ, 日本、〒105-0004 東京都港区新橋４丁目１５−６",,
1135,TENPO#0063,大衆串焼き酒場こがね,大衆串焼き酒場こがね,100.0,【定期清掃】大衆串焼き酒場こがね（日曜定休）,,大衆串焼き酒場こがね,,
1136,TENPO#0083,本店,株式会社ダイニングエッジ　楽が気　新橋本店,91.0,【定期清掃】株式会社ダイニングエッジ　楽が気　新橋本店,,"楽が気, 日本、〒105-0004 東京都港区新橋３丁目２１−４ 新橋第2ペリカンビル 1F",,
1137,TENPO#0061,大衆寿司酒場 こがね商店,大衆寿司酒場 こがね商店,100.0,【定期清掃】大衆寿司酒場 こがね商店（日曜定休）,,"大衆寿司酒場 こがね商店, 日本、〒340-0034 埼玉県草加市氷川町２１２４−１４",,
1140,TENPO#0018,西新宿店,デイジイ西新宿店 (DAISY),90.6,【定期清掃】パン屋 デイジイ西新宿,,"デイジイ西新宿店 (DAISY), 日本、〒160-0023 東京都新宿区西新宿６丁目１１−３ Dタワー西新宿 １階",,
1142,TENPO#0065,THE MARK GRAND HOTEL,THE MARK GRAND HOTEL,100.0,【定期清掃】株)plan・do・see  The mark grand hotel,,"THE MARK GRAND HOTEL, 日本、〒330-0081 埼玉県さいたま市中央区新都心３−２",,
1143,TENPO#0038,青山店,株式会社フォーシーズ クアアイナ 青山店,90.8,【スポット清掃】株式会社フォーシーズ クアアイナ 青山店,,"KUA`AINA 青山本店, 日本、〒107-0062 東京都港区南青山５丁目１０−２１",,
1145,TENPO#0128,ビストロ エヴォルテ,ビストロ エヴォルテ,100.0,【定期清掃】ビストロ エヴォルテ,,"ビストロ エヴォルテ, 日本、〒144-0052 東京都大田区蒲田５丁目２９−１ エクセルピア蒲田３番館 三番館 １F",,
1147,TENPO#0113,工場,ニーハオ蒲田　工場,89.6,【定期清掃】ニーハオ蒲田　工場,,"你好(ニーハオ)大飯店, 日本、〒144-0052 東京都大田区蒲田４丁目３６−８ プランドール",,
1148,TENPO#0010,神田店,ニーハオ 神田店,89.4,【スポット清掃】ニーハオ 神田店,,"ニイハオ 神田店, 日本、〒101-0044 東京都千代田区鍛冶町１丁目６−２ 林ビル B1F",,
1150,TENPO#0054,トオダ,プラネット　魚無双トオダ,90.2,【定期清掃】株式会社オン・ザ・プラネット　魚無双トオダ,,"魚無双トオダ, 日本、〒105-0004 東京都港区新橋４丁目１５−６",,
1155,TENPO#0083,本店,富士屋本店日本橋浜町,90.0,【定期清掃】富士屋本店日本橋浜町,,"富士屋本店 日本橋浜町, 日本、〒103-0007 東京都中央区日本橋浜町２丁目２４−２",,
1156,TENPO#0012,新小岩店,株式会社友進中華食堂一番館 新小岩店,90.6,【定期清掃】株式会社友進中華食堂一番館 新小岩店,,"中華食堂 一番館 新小岩店, 日本、〒124-0024 東京都葛飾区新小岩１丁目４２−８",,
1157,TENPO#0092,上野駅前店,カラオケパセラ上野駅前店,90.4,【定期修繕】カラオケパセラ上野駅前店,,,,
1158,TENPO#0067,平和台店,麺処いのこ平和台店,89.8,【定期清掃】麺処いのこ平和台店,,"麺処いのこ平和台店, 日本、〒179-0083 東京都練馬区平和台２丁目５２−８",,
1159,TENPO#0084,大井町店,ニーハオ大井町店,89.6,【定期清掃】ニーハオ大井町店,,"你好 大井町, 日本、〒140-0011 東京都品川区東大井５丁目１７−４ 高山ビル B1",,
1160,TENPO#0010,神田店,デニーロ 神田店,89.4,【定期清掃】デニーロ 神田店,,"デニーロ神田店, 日本、〒101-0054 東京都千代田区神田錦町３丁目１４−３ 神田錦町ビル 1階",,
1162,TENPO#0012,新小岩店,株式会社友進中華食堂一番館 新小岩店　初回,91.0,【定期清掃】株式会社友進中華食堂一番館 新小岩店　初回,,"中華食堂 一番館 新小岩店, 日本、〒124-0024 東京都葛飾区新小岩１丁目４２−８",,
1163,TENPO#0129,米と魚　さかなさま,米と魚　さかなさま,100.0,【定期清掃】米と魚　さかなさま　定期清掃/ゴミ回収,,"米と魚 さかなさま 日本橋茅場町店, 日本、〒103-0026 東京都中央区日本橋兜町１５−６ 製粉会館ビル 地下1階",,
1164,TENPO#0083,本店,プラネット　魚焼男新橋本店,90.4,【定期清掃】株式会社オン・ザ・プラネット　魚焼男新橋本店,,"大興ビル, 日本、〒105-0004 東京都港区新橋３丁目５ 大興ビル",,
1165,TENPO#0053,新橋店,プラネット　魚豪商 コダマ新橋店,90.8,【定期清掃】株式会社オン・ザ・プラネット　魚豪商 コダマ新橋店,,"魚豪商 コダマ, 日本、〒105-0004 東京都港区新橋４丁目１９−１０ タカソビル 1F A",,
1166,TENPO#0010,神田店,デニーロ神田店,89.4,デニーロ 今村　定期清掃,,"デニーロ神田店, 日本、〒101-0054 東京都千代田区神田錦町３丁目１４−３ 神田錦町ビル 1階",,
1167,TENPO#0018,西新宿店,デイジイ西新宿店 (DAISY),90.6,【定期清掃】パン屋 デイジイ西新宿,,"デイジイ西新宿店 (DAISY), 日本、〒160-0023 東京都新宿区西新宿６丁目１１−３ Dタワー西新宿 １階",,
1170,TENPO#0080,Mahaloh Import Shop,Mahaloh Import Shop,100.0,Mahaloh Import Shop 清掃　梅岡案件清掃,,"Mahaloh Import Shop, 日本、〒230-0041 神奈川県横浜市鶴見区潮田町３丁目１４２−５",,
1171,TENPO#77f42e59665b,N,モンキーツリー株式会社エデュケーション MONKEY TREE 日本橋店,93.8,【定期清掃】モンキーツリー株式会社エデュケーション MONKEY TREE 日本橋店,,モンキーツリー馬喰町,,
1173,TENPO#0031,鮨 輝らく,輝らく,88.6,【定期清掃】飯田橋 輝らく　定休日(火・水曜日),,"輝らく, 日本、〒162-0825 東京都新宿区神楽坂３丁目１ クレール神楽坂３",,
1174,TENPO#77f42e59665b,N,Namai休み,89.4,Namai休み,,,,
1176,TENPO#77f42e59665b,N,Karubiitcho Numazuten,92.0,現調沼津　梅岡,,"Karubiitcho Numazuten, 8-56 Takashimahonchō, Numazu, Shizuoka 410-0055, Japão",,
1177,TENPO#0083,本店,富士屋本店日本橋浜町,90.0,【定期清掃】富士屋本店日本橋浜町,,"富士屋本店 日本橋浜町, 日本、〒103-0007 東京都中央区日本橋浜町２丁目２４−２",,
1181,TENPO#0084,大井町店,ニーハオ大井町店,89.6,【定期清掃】ニーハオ大井町店,,"你好 大井町, 日本、〒140-0011 東京都品川区東大井５丁目１７−４ 高山ビル B1",,
1184,TENPO#0083,本店,中国家庭料理 你好 本店,90.0,【定期清掃】ニーハオ蒲田本店,,"中国家庭料理 你好 本店, 日本、〒144-0052 東京都大田区蒲田４丁目２４−１４",,
1185,TENPO#77f42e59665b,N,〒105-0004 東京都港区新橋４丁目１４−１ AUNビル B1F,94.0,【定期清掃】株式会社オン・ザ・プラネット　ニューサカナヤキオ,,"〒105-0004 東京都港区新橋４丁目１４−１ AUNビル B1F,1F",,
1186,TENPO#0083,本店,株式会社ダイニングエッジ　楽が気　新橋本店,91.0,【定期清掃】株式会社ダイニングエッジ　楽が気　新橋本店,,"楽が気, 日本、〒105-0004 東京都港区新橋３丁目２１−４ 新橋第2ペリカンビル 1F",,
1187,TENPO#0133,赤坂店,株式会社東神　かおたん赤坂店,89.8,【定期清掃】株式会社東神　かおたん赤坂店,,,,
1190,TENPO#0036,ルミネ立川,仮【】株式会社東亜フードサービス　韓美膳ルミネ立川店,91.8,仮【スポット清掃】株式会社東亜フードサービス　韓美膳ルミネ立川店,,,,
1191,TENPO#0058,ニューイブシオ,プラネット　新燻男ニューイブシオ,91.0,【定期清掃】株式会社オン・ザ・プラネット　新燻男ニューイブシオ,,新燻男ニューイブシオ,,
1194,TENPO#0066,赤塚店,いのこ板橋区赤塚店,89.8,【定期清掃】いのこ板橋区赤塚店,,"麺処いのこ 赤塚店, 日本、〒175-0093 東京都板橋区赤塚新町３丁目８−２５",,
1197,TENPO#0031,鮨 輝らく,輝らく,88.6,【定期清掃】飯田橋 輝らく　定休日(火・水曜日),,"輝らく, 日本、〒162-0825 東京都新宿区神楽坂３丁目１ クレール神楽坂３",,
1200,TENPO#0065,THE MARK GRAND HOTEL,The mark grand hotel,100.0,【定期害虫駆除】The mark grand hotel,,"THE MARK GRAND HOTEL, 日本、〒330-0081 埼玉県さいたま市中央区新都心３−２",,
1201,TENPO#0030,蕎麦割烹居酒屋　更科天狐,蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜,92.0,蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜,,蕎麦割烹居酒屋　更科天狐〜さらしなてんこ〜,,
1202,TENPO#0066,赤塚店,仮【】いのこ板橋区赤塚店,90.0,仮【定期清掃】いのこ板橋区赤塚店,,"麺処いのこ 赤塚店, 日本、〒175-0093 東京都板橋区赤塚新町３丁目８−２５",,
